Releve_number,Country_code,Biblioreference,No_table_in_publ,No_releve_in_table,Cover_abundance_scale,Author,Date_yearmonthday,Syntaxon_code,Releve_area_m2,Altitude_m,Aspect_degrees,Slope_degrees,Cover_tree_layer_perc,Cover_shrub_layer_perc,Cover_herb_layer_perc,Cover_moss_layer_perc,Cover_lichen_layer_perc,Height_high_herb_layer_cm,Mosses_identified_yn,Lichens_identified_yn,Remarks,Coordinate_system,Resurvey,For_eva,Rs_project,Rs_site,Rs_plot,Rs_observ,Plot_shape,Manipulate,Maniptyp,Loc_method,Data_owner,Eva_access,Longitude,Latitude,Precision_m,Locality,Field_nr,Habitat,S_ph_h2o,Best_fit,Validation,Protection,Plot_type,number_species,CR_NT_number,CR_NT_perc_number,CR_NT_perc_cover,alien_perc_cover,Syntax_new,alien_number,TD_number,TD_perc_number,TD_perc_cover,TF_number,TF_perc_number,TF_perc_cover,TH_number,TH_perc_number,TH_perc_cover,XA_XC_number,XA_XC_perc_number,XA_XC_perc_cover,light,temperature,moisture,reaction,nutrients,salinity,Time
401642,CZ,400074,2,9,1,M. Chytrý,19860627,26BB05,49,320,NA,0,0,0,90,50,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,APc,APc-Old,APc-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160114.3,484948.9,60,"Konice u Znojma, Hügel Konický vrch am S Rand des Ortes",P9,NA,0,Y,Y,Y,NA,31,5,16.13,43.4,4.9,THG01,2,3,9.68,6.8,9,29.03,34.3,19,61.29,66.7,2,6.45,14.7,7.61,5.74,3.32,5.58,2.94,0.26,old
401436,CZ,400074,2,7,1,M. Chytrý,19860626,22BB04,49,300,NA,5,0,0,95,10,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AQa,AQa-Old,AQa-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160217.7,485047.2,400,"Znojmo, Gipfelplateau des Berges Kraví hora 1,5 km SW von der Stadt",P7,NA,0,Y,Y,Y,NA,19,2,10.53,4,0,TEE01,0,1,5.26,2,5,26.32,20.6,11,57.89,44.5,2,10.53,4,7.53,5.68,3.63,5.21,2.79,0.21,old
401437,CZ,400074,2,8,1,M. Chytrý,19860627,22BB04,49,310,NA,5,0,0,95,30,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AQb,AQb-Old,AQb-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160217.7,485047.2,400,"Znojmo, Gipfelplateau des Berges Kraví hora 1,5 km SW von der Stadt",P12,NA,0,Y,Y,Y,NA,18,1,5.56,1,0,TEE01,0,1,5.56,1,4,22.22,7.8,11,61.11,20.8,2,11.11,4,7.59,5.53,3.53,4.82,2.47,0.12,old
401438,CZ,400073,3,21,1,M. Chytrý,19860626,22BB04,49,320,NA,5,0,0,90,80,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AQc,AQc-Old,AQc-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160217.7,485047.2,400,"Znojmo, Gipfelplateau des Berges Kraví hora 1,5 km SW von der Stadt",R1,NA,0,Y,Y,Y,NA,18,1,5.56,2,0,TEE01,0,3,16.67,5.9,5,27.78,8.7,10,55.56,26.7,1,5.56,2,7.44,5.22,3.78,4.17,2.5,0.11,old
401639,CZ,400073,6,43,1,M. Chytrý,19860626,26BB05,49,320,NA,10,0,0,90,10,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AQd,AQd-Old,AQd-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160217.7,485047.2,400,"Znojmo, Gipfelplateau des Berges Kraví hora 1,5 km SW von der Stadt",R2,NA,0,Y,Y,Y,NA,30,3,10,6.8,2,THG01,1,5,16.67,8.7,6,20,22.2,17,56.67,38.9,3,10,5.9,7.66,5.76,3.52,5.72,3.1,0.28,old
401419,CZ,400074,1,18,1,M. Chytrý,19870510,22BB05,9,300,NA,5,0,0,20,80,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,ARa,ARa-Old,ARa-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160106,484932.9,90,"Popice, Popický vrch Hügel am N Rand des Ortes",P18=7/87,NA,0,Y,Y,Y,NA,9,0,0,0,0,TEE01,0,1,11.11,2,4,44.44,8.7,6,66.67,13.2,1,11.11,3,7.56,5.22,3.44,3.67,2,0,old
401439,CZ,400074,2,10,1,M. Chytrý,19860627,22BB04,49,300,NA,10,0,0,100,50,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,ARb,ARb-Old,ARb-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160106,484932.9,90,"Popice, Hügel Popický vrch am N Rand des Ortes",P10,NA,0,Y,Y,Y,NA,30,5,16.67,9.6,1,TEE01,1,3,10,5.9,5,16.67,8.7,16,53.33,26.9,1,3.33,2,7.37,5.67,3.47,5.23,2.83,0.17,old
401440,CZ,400073,3,22,1,M. Pokorny-Strudl,19870720,22BB04,20,300,NA,0,0,0,60,20,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,ARc,ARc-Old,ARc-Old-1987,rectangle,N,NA,6,Martin Harásek & Milan Chytrý,1,160106,484932.9,90,"Popice, Hügel Popický vrch am N Rand des Ortes",125,NA,0,Y,Y,Y,NA,29,5,17.24,18.9,0,NA,0,1,3.45,2,8,27.59,25.3,19,65.52,47.9,1,3.45,3,7.61,5.86,3.14,5.54,2.61,0.18,old
401530,CZ,400073,5,29,1,M. Chytrý,19910716,26AE14,36,280,NA,5,0,0,80,10,0,0,Y,Y,"Species checked according to the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,ARd,ARd-Old,ARd-Old-1991,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160106,484932.9,90,"Popice, Fluren am NO-Rand des Ortes",152/1,NA,0,Y,Y,Y,NA,41,10,24.39,25.2,16.4,THG02,3,2,4.88,4,19,46.34,57.8,31,75.61,70.3,5,12.2,10.5,7.78,6.38,2.9,6.45,2.85,0.15,old
401643,CZ,400073,6,46,1,M. Chytrý,19860627,26BB05,49,310,NA,5,0,0,100,50,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,ARe,ARe-Old,ARe-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160106,484932.9,90,"Popice, Hügel Popický vrch am N Rand des Ortes",R8,NA,0,Y,Y,Y,NA,37,6,16.22,9.6,4.9,THG01,3,3,8.11,5.9,9,24.32,15.8,24,64.86,37.8,5,13.51,8.7,7.62,5.7,3.41,5.54,2.97,0.22,old
401420,CZ,400074,1,19,1,M. Chytrý,19880510,22BB05,5,320,NA,15,0,0,50,70,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,ASa,ASa-Old,ASa-Old-1988,rectangle,N,NA,6,Martin Harásek & Milan Chytrý,1,160036.2,484910.6,150,"Popice, Heiden 0,5 km SSW des Ortes",P19,NA,0,Y,Y,Y,NA,12,3,25,5.9,0,TEE01,0,1,8.33,2,4,33.33,19,9,75,35,0,0,0,7.67,5.83,2.92,4.83,2.25,0.08,old
401441,CZ,400074,2,11,1,M. Chytrý,19860813,22BB04,49,320,NA,5,0,0,100,60,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,ASb,ASb-Old,ASb-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160036.2,484910.6,150,"Popice, Heiden 0,5 km SSW des Ortes",P11,NA,0,Y,Y,Y,NA,23,2,8.7,4,3,TEE01,1,5,21.74,9.6,6,26.09,12.3,12,52.17,21.5,3,13.04,5.9,7.46,5.5,3.77,5,3.32,0.27,old
401644,CZ,400073,6,47,1,M. Chytrý,19860813,26BB05,49,310,23,5,0,0,100,40,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,ASc,ASc-Old,ASc-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160036.2,484910.6,150,"Popice, Weiden 0,5 km SW des Ortes",45097,NA,0,Y,Y,Y,NA,33,8,24.24,14.9,2,THG01,1,4,12.12,7.8,12,36.36,23.1,21,63.64,49.5,4,12.12,8.7,7.55,5.85,3.36,5.52,3,0.21,old
401490,CZ,400073,4,24,1,M. Chytrý,19870812,26AA08,25,260,203,10,0,0,80,80,0,0,Y,Y,"Species checked according to the original field notes by M. Chytrý on 2019/12/25 (Berteroa incana added); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,ATa,ATa-Old,ATa-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160216.6,484845.3,80,"Popice, Hügel Pustý kopec (Kote 263) 1,8 km OSO des Ortes",94/7,NA,0,Y,Y,Y,NA,19,6,31.58,30.9,1,THA04,1,0,0,0,8,42.11,14.1,14,73.68,42.4,2,10.53,3,8.11,6.47,2.37,6.47,2.47,0,old
401491,CZ,400073,4,25,1,M. Chytrý,19870510,26AA08,9,260,-,-1,0,0,30,90,0,0,Y,Y,"Species corrected from the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,ATb,ATb-Old,ATb-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160216.6,484845.3,80,"Popice, Hügel Pustý kopec (Kote 263) 1,8 km OSO des Ortes (vrcholová část pahorku)",45112,NA,0,Y,Y,Y,NA,15,6,40,13.2,0,THA04,0,0,0,0,7,46.67,12.3,13,86.67,23.1,1,6.67,1,8.4,6.8,2.4,6.8,2.2,0.07,old
401532,CZ,400073,5,31,1,M. Chytrý,19870812,26AE14,25,260,113,5,0,0,95,40,0,0,Y,Y,"Species checked according to the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,ATc,ATc-Old,ATc-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160216.6,484845.3,80,"Popice, Hügel Pustý kopec (Kote 263) 1,8 km OSO des Ortes",95/7,NA,0,Y,Y,Y,NA,23,2,8.7,4,0,THG02,0,1,4.35,3,13,56.52,73,17,73.91,75.3,3,13.04,16.4,7.87,6.09,2.91,5.96,2.87,0.22,old
401533,CZ,400073,5,32,1,M. Chytrý,19870812,26AE14,36,260,180,5,0,0,100,20,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (several species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,ATd,ATd-Old,ATd-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160216.6,484845.3,80,"Popice, Hügel Pustý kopec (Kote 263) 1,8 km OSO des Ortes",96/7,NA,0,Y,Y,Y,NA,29,7,24.14,32.3,4,THG02,2,1,3.45,2,11,37.93,55.5,21,72.41,71.6,3,10.34,16.4,7.83,6.17,2.9,6.31,2.93,0.14,old
401422,CZ,400074,1,20,1,M. Chytrý,19880510,22BB05,9,300,NA,10,0,0,50,70,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AUa,AUa-Old,AUa-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160028.2,484824.4,50,"Havraníky, Heiden links von der Strasse nach Šatov beim S Rand des Dorfes",P20,NA,0,Y,Y,Y,NA,16,4,25,7.8,0,TEE01,0,0,0,0,7,43.75,15,11,68.75,30.4,2,12.5,4,7.81,5.88,2.81,4.88,2.19,0,old
401424,CZ,400073,3,11,1,M. Chytrý,19900701,22BB05,6,300,NA,10,0,0,70,60,0,0,Y,Y,"Species checked according to the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AUb,AUb-Old,AUb-Old-1990,rectangle,N,NA,6,Martin Harásek & Milan Chytrý,1,160036.07,484814.02,60,"Šatov, Skalky",62/0,NA,0,Y,Y,Y,NA,14,4,28.57,18.1,0,TEE01,0,0,0,0,6,42.86,13.2,13,92.86,40.6,1,7.14,2,7.86,5.93,2.71,5.71,2.36,0.07,old
401447,CZ,400074,2,15,1,M. Chytrý,19860813,22BB04,49,300,NA,5,0,0,90,60,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AUc,AUc-Old,AUc-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160028.2,484824.4,50,"Havraníky, Hänge links von der Strasse nach Šatov am S Rand des Ortes",P15,NA,0,Y,Y,Y,NA,25,5,20,8.7,2,TEE01,1,3,12,4,6,24,12.3,17,68,36.4,1,4,2,7.52,5.72,3.32,5.68,2.92,0.28,old
401649,CZ,400073,6,52,1,M. Chytrý,19900701,26BB05,25,300,NA,10,0,0,100,40,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AUd,AUd-Old,AUd-Old-1990,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160036.07,484814.02,60,"Šatov, Skalky",61/0,NA,0,Y,Y,Y,NA,37,10,27.03,33.6,2,THG01,1,4,10.81,7.8,12,32.43,30.3,29,78.38,65.4,3,8.11,4.9,7.76,6.05,2.92,6.05,2.76,0.16,old
401647,CZ,400073,6,50,1,M. Chytrý,19860813,26BB05,49,310,-,0,0,0,100,30,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AVa,AVa-Old,AVa-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160001.5,484853.8,150,"Havraníky, Weiden am Nordwestrand des Ortes",45099,NA,0,Y,Y,Y,NA,32,2,6.25,4,2,THG01,1,5,15.63,9.6,7,21.88,13.2,19,59.38,56.9,4,12.5,7.8,7.53,5.81,3.44,6.09,3.09,0.22,old
401443,CZ,400074,2,12,1,M. Chytrý,19860813,22BB04,49,300,NA,5,0,0,90,70,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AWa,AWa-Old,AWa-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155946.3,484838.3,400,"Havraníky, Berg Staré vinice 0,5 km W des Ortes",P12,NA,0,Y,Y,Y,NA,33,8,24.24,17.5,2,TEE01,1,1,3.03,2,8,24.24,14.1,22,66.67,60.7,3,9.09,4.9,7.73,5.94,3.21,5.73,2.85,0.15,old
401444,CZ,400074,2,13,1,M. Chytrý,19860813,22BB04,49,330,NA,5,0,0,95,70,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AWb,AWb-Old,AWb-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155946.3,484838.3,400,"Havraníky, Berg Staré vinice 0,5 km W des Ortes",P13,NA,0,Y,Y,Y,NA,26,9,34.62,47.3,0,TEE01,0,1,3.85,2,7,26.92,12.3,20,76.92,62.5,1,3.85,2,7.85,6.08,2.92,5.69,2.35,0.08,old
401445,CZ,400074,2,14,1,M. Chytrý,19860813,22BB04,49,300,NA,0,0,0,100,10,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AWc,AWc-Old,AWc-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155946.3,484838.3,400,"Havraníky, Berg Staré vinice 0,5 km W des Ortes",P14,NA,0,Y,Y,Y,NA,28,4,14.29,8.7,4,TEE01,2,4,14.29,7.8,5,17.86,9.6,17,60.71,30.5,2,7.14,4,7.67,5.82,3.41,5.63,2.85,0.3,old
401446,CZ,400073,3,24,1,M. Chytrý,19860718,22BB04,49,330,NA,0,0,0,100,10,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Awe,AWe-Old,AWe-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155928.5,484825.7,120,"Havraníky, S Hänge des Berges Staré vinice 1,3 km WSW des Ortes",R16,NA,0,Y,Y,Y,NA,28,5,17.86,18.9,1,TEE01,1,5,17.86,8.7,4,14.29,7.8,17,60.71,37,1,3.57,2,7.52,5.59,3.56,5.44,2.96,0.19,old
401648,CZ,400073,6,51,1,M. Chytrý,19860812,26BB05,49,300,NA,5,0,0,100,2,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AWd,AWd-Old,AWd-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155928.5,484825.7,60,"Havraníky, SW Hänge des Hügels Skalky (Kote 309) zur Strasse Havraníky-Šatov",R19,NA,0,Y,Y,Y,NA,28,5,17.86,19.8,1,THG01,1,2,7.14,4,6,21.43,11.4,17,60.71,44.7,3,10.71,4.9,7.59,5.7,3.44,5.7,2.85,0.22,old
401651,CZ,400073,6,54,1,M. Chytrý,19900701,26BB05,25,300,NA,10,0,0,95,50,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AXa,AXa-Old,AXa-Old-1990,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155821.8,484827.1,100,"Hnanice, Heiden bei der Strasse 1 km NW des Ortes",60/0,NA,0,Y,Y,N,NA,35,10,28.57,28.2,0,THG01,0,2,5.71,4,13,37.14,24.7,26,74.29,55.3,2,5.71,4,7.77,6,3.09,5.83,2.74,0.17,old
401427,CZ,400073,3,14,1,M. Chytrý,19890711,22BB04,20,315,-,0,0,0,100,30,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Aa,Aa-Old,Aa-Old-1989,rectangle,N,NA,6,Martin Harásek & Milan Chytrý,1,170529.3,493320.4,50,"Slatinice, Gipfelplateau des Hügels Malý Kosíř (Kote 316) 1 km SW des Ortes",79/9,NA,0,Y,Y,Y,NA,26,2,7.69,4.9,0,TEE01,0,3,11.54,5.9,5,19.23,19.8,16,61.54,43.5,0,0,0,7.25,5.46,3.75,5,2.71,0.17,old
401591,CZ,400073,6,1,1,M. Chytrý,19890711,26BB05,10,310,158,5,0,0,90,40,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Ab,Ab-Old,Ab-Old-1989,rectangle,N,NA,6,Martin Harásek & Milan Chytrý,1,170529.3,493316.7,60,"Slatinice, Südhänge unter der Kote 316 (Malý Kosíř) 1 km SW des Ortes",78/9,NA,0,Y,Y,Y,NA,28,2,7.14,14.7,2,THG01,1,1,3.57,2,11,39.29,45.1,19,67.86,62.8,4,14.29,19,7.54,5.79,3.18,5.68,3,0.18,old
401596,CZ,400073,6,6,1,M. Chytrý,19880724,26BB05,36,330,225,15,0,0,95,5,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Ba,Ba-Old,Ba-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,170110.9,492709.1,50,"Plumlov, Hügel 1,2 km S des Ortes",58/8,NA,0,Y,Y,Y,NA,28,4,14.29,41.6,2,THG01,1,5,17.86,9.6,7,25,22.9,17,60.71,78.1,4,14.29,18.1,7.57,5.82,3.46,6.21,3.25,0.29,old
401597,CZ,400073,6,7,1,M. Chytrý,19880724,26BB05,25,330,-,0,0,0,90,60,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Ca,Ca-Old,Ca-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,170121.4,492825.7,30,"Plumlov, ein Plateau über dem leften Ufer des Baches im NSG ""Çubernice"" 1 km NO des Ortes",59/8,NA,0,Y,Y,Y,NA,25,2,8,14.7,2,THG01,1,4,16,7.8,11,44,30.4,15,60,78.2,4,16,65.2,7.71,5.79,3.42,6.17,3.25,0.29,old
401594,CZ,400073,6,4,1,M. Chytrý,19880724,26BB05,25,350,225,5,0,0,100,40,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Ea,Ea-Old,Ea-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,170022.1,492858.8,50,"Ohrozim, ein Hügel 1 km WSW des Ortes",55/8,NA,0,Y,Y,N,NA,28,3,10.71,16.4,2,THG01,1,5,17.86,19.8,8,28.57,16.7,17,60.71,65,4,14.29,42.8,7.64,5.93,3.36,6.04,3.14,0.21,old
401595,CZ,400073,6,5,1,M. Chytrý,19880724,26BB05,36,340,225,20,0,0,80,70,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Fa,Fa-Old,Fa-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,165955.5,492852.1,160,"Ohrozim,  Hänge  über  dem  leften Ufer eines Baches im NSG Branisko 1,7 km SW des Ortes",57/8,NA,0,Y,Y,Y,NA,27,6,22.22,22.2,2,THG01,1,4,14.81,8.7,6,22.22,21.4,21,77.78,75.1,1,3.7,38,7.81,6.04,3.04,6.35,2.89,0.19,old
401592,CZ,400073,6,2,1,M. Chytrý,19880724,26BB05,25,340,225,5,0,0,95,60,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Ga,Ga-Old,Ga-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,165924.5,492914.3,70,"Ohrozim, Hügel im Naturschutzgebiet ""Za Hrnčířkou"" 1,7 km W des Ortes",52/8,NA,0,Y,Y,Y,NA,32,5,15.63,10.5,3,THG01,1,6,18.75,23,7,21.88,23.7,18,56.25,40.2,2,6.25,4.9,7.45,5.81,3.58,6.13,3.36,0.23,old
401593,CZ,400073,6,3,1,M. Chytrý,19880724,26BB05,25,340,225,5,0,0,100,50,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Gb,Gb-Old,Gb-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,165924.5,492914.3,70,"Ohrozim, Hügel im Naturschutzgebiet ""Za Hrnčířkou"" 1,7 km W des Ortes",54/8,NA,0,Y,Y,Y,NA,26,3,11.54,5.9,5.9,THG01,3,4,15.38,7.8,5,19.23,19.8,16,61.54,49.9,2,7.69,4.9,7.5,5.81,3.54,6.27,3.35,0.31,old
401396,CZ,400073,3,1,1,M. Chytrý,19880731,22BB05,25,360,203,10,0,0,80,30,0,0,Y,Y,"Species checked according to the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Ha,Ha-Old,Ha-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,163012.8,491909.9,20,"Kuřim, Hänge in  Strecke ""Zlobice"" 2,5 km NW der Stadt",87/8,NA,0,Y,Y,Y,NA,33,3,9.09,6.8,3,TEE01,1,5,15.15,10.5,8,24.24,24.5,22,66.67,64.7,2,6.06,39.2,7.59,5.72,3.22,6.06,3.16,0.22,old
401503,CZ,400073,5,2,1,M. Chytrý,19870728,26AE14,16,230,180,35,0,0,70,50,0,0,Y,Y,"Species checked accoring to the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Ia,Ia-Old,Ia-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,163111.9,491358.2,30,"Brno-Bystrc, S-Hänge über dem Damm des Brno-Stausees 1 km NNW von Bystrc",68/7,NA,0,Y,Y,Y,NA,19,0,0,0,0,THG02,0,0,0,0,11,57.89,50.4,13,68.42,52.3,5,26.32,19.8,8,6.06,2.72,5.67,2.78,0.11,old
401504,CZ,400073,5,3,1,M. Chytrý,19870728,26AE14,16,230,180,35,0,0,70,40,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Ib,Ib-Old,Ib-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,163111.9,491358.2,30,"Brno-Bystrc, S-Hänge über dem Damm des Brno-Stausees 1 km NNW von Bystrc",69/7,NA,0,Y,Y,Y,NA,26,3,11.54,5.9,4,THG02,2,1,3.85,2,14,53.85,52.8,17,65.38,55.6,5,19.23,9.6,7.92,6,3,5.89,3,0.12,old
